"","iso3166_country","GID_0_gadm","NAME_0_gadm","GID_1_gadm","GID_1_edits","NAME_1_gadm","VARNAME_1_gadm","NL_NAME_1_gadm","TYPE_1_gadm","ENGTYPE_1_gadm","CC_1_gadm","HASC_1_gadm","region_polygoncluster","polygoncluster_name","project_ifnodata","project_ifconstructed","regionname_ISOenglish","regionname_alt","regionname_nativescript","regioncode","system","regioncode_changed","regioncode_old","Notes","mergekey","regioncode_disagg"
"1072","KE","KEN","Kenya","KEN.10_1","KEN.10_1","Kajiado",NA,"Kajiado","County","County","34","KE.KJ","","",NA,NA,"Kajiado","","Kajiado","KE-10","iso3166-2","","","","KE-10","KE-10"
"1073","KE","KEN","Kenya","KEN.11_1","KEN.11_1","Kakamega",NA,"Kakamega","County","County","37","KE.KK","","",NA,NA,"Kakamega","","Kakamega","KE-11","iso3166-2","","","","KE-11","KE-11"
"1074","KE","KEN","Kenya","KEN.12_1","KEN.12_1","Kericho",NA,"Kericho","County","County","35","KE.KR","","",NA,NA,"Kericho","","Kericho","KE-12","iso3166-2","","","","KE-12","KE-12"
"1075","KE","KEN","Kenya","KEN.13_1","KEN.13_1","Kiambu",NA,"Kiambu","County","County","22","KE.KB","","",NA,NA,"Kiambu","","Kiambu","KE-13","iso3166-2","","","","KE-13","KE-13"
"1076","KE","KEN","Kenya","KEN.14_1","KEN.14_1","Kilifi",NA,"Kilifi","County","County","3","KE.KF","","",NA,NA,"Kilifi","","Kilifi","KE-14","iso3166-2","","","","KE-14","KE-14"
"1077","KE","KEN","Kenya","KEN.15_1","KEN.15_1","Kirinyaga",NA,"Kirinyaga","County","County","20","KE.KY","","",NA,NA,"Kirinyaga","","Kirinyaga","KE-15","iso3166-2","","","","KE-15","KE-15"
"1078","KE","KEN","Kenya","KEN.16_1","KEN.16_1","Kisii",NA,"Kisii","County","County","45","KE.KI","","",NA,NA,"Kisii","","Kisii","KE-16","iso3166-2","","","","KE-16","KE-16"
"1079","KE","KEN","Kenya","KEN.17_1","KEN.17_1","Kisumu",NA,"Kisumu","County","County","42","KE.KU","","",NA,NA,"Kisumu","","Kisumu","KE-17","iso3166-2","","","","KE-17","KE-17"
"1080","KE","KEN","Kenya","KEN.18_1","KEN.18_1","Kitui",NA,"Kitui","County","County","15","KE.KT","","",NA,NA,"Kitui","","Kitui","KE-18","iso3166-2","","","","KE-18","KE-18"
"1081","KE","KEN","Kenya","KEN.19_1","KEN.19_1","Kwale",NA,"Kwale","County","County","2","KE.KW","","",NA,NA,"Kwale","","Kwale","KE-19","iso3166-2","","","","KE-19","KE-19"
"1082","KE","KEN","Kenya","KEN.20_1","KEN.20_1","Laikipia",NA,"Laikipia","County","County","31","KE.LK","","",NA,NA,"Laikipia","","Laikipia","KE-20","iso3166-2","","","","KE-20","KE-20"
"1083","KE","KEN","Kenya","KEN.21_1","KEN.21_1","Lamu",NA,"Lamu","County","County","5","KE.LM","","",NA,NA,"Lamu","","Lamu","KE-21","iso3166-2","","","","KE-21","KE-21"
"1084","KE","KEN","Kenya","KEN.22_1","KEN.22_1","Machakos",NA,"Machakos","County","County","16","KE.MC","","",NA,NA,"Machakos","","Machakos","KE-22","iso3166-2","","","","KE-22","KE-22"
"1085","KE","KEN","Kenya","KEN.23_1","KEN.23_1","Makueni",NA,"Makueni","County","County","17","KE.MK","","",NA,NA,"Makueni","","Makueni","KE-23","iso3166-2","","","","KE-23","KE-23"
"1086","KE","KEN","Kenya","KEN.24_1","KEN.24_1","Mandera",NA,"Mandera","County","County","9","KE.MD","","",NA,NA,"Mandera","","Mandera","KE-24","iso3166-2","","","","KE-24","KE-24"
"1087","KE","KEN","Kenya","KEN.25_1","KEN.25_1","Marsabit",NA,"Marsabit","County","County","10","KE.MB","","",NA,NA,"Marsabit","","Marsabit","KE-25","iso3166-2","","","","KE-25","KE-25"
"1088","KE","KEN","Kenya","KEN.26_1","KEN.26_1","Meru",NA,"Meru","County","County","12","KE.ME","","",NA,NA,"Meru","","Meru","KE-26","iso3166-2","","","","KE-26","KE-26"
"1089","KE","KEN","Kenya","KEN.27_1","KEN.27_1","Migori",NA,"Migori","County","County","44","KE.MG","","",NA,NA,"Migori","","Migori","KE-27","iso3166-2","","","","KE-27","KE-27"
"1090","KE","KEN","Kenya","KEN.28_1","KEN.28_1","Mombasa",NA,"Mombasa","County","County","1","KE.MM","","",NA,NA,"Mombasa","","Mombasa","KE-28","iso3166-2","","","","KE-28","KE-28"
"1091","KE","KEN","Kenya","KEN.29_1","KEN.29_1","Murang'a",NA,"Murang'a","County","County","21","KE.MU","","",NA,NA,"Murang'a","","Murang'a","KE-29","iso3166-2","","","","KE-29","KE-29"
"1092","KE","KEN","Kenya","KEN.30_1","KEN.30_1","Nairobi",NA,"Nairobi","County","County","47","KE.NB","","",NA,NA,"Nairobi City","","Nairobi City","KE-30","iso3166-2","","","","KE-30","KE-30"
"1093","KE","KEN","Kenya","KEN.31_1","KEN.31_1","Nakuru",NA,"Nakuru","County","County","32","KE.NK","","",NA,NA,"Nakuru","","Nakuru","KE-31","iso3166-2","","","","KE-31","KE-31"
"1094","KE","KEN","Kenya","KEN.32_1","KEN.32_1","Nandi",NA,"Nandi","County","County","29","KE.ND","","",NA,NA,"Nandi","","Nandi","KE-32","iso3166-2","","","","KE-32","KE-32"
"1095","KE","KEN","Kenya","KEN.33_1","KEN.33_1","Narok",NA,"Narok","County","County","33","KE.NR","","",NA,NA,"Narok","","Narok","KE-33","iso3166-2","","","","KE-33","KE-33"
"1096","KE","KEN","Kenya","KEN.34_1","KEN.34_1","Nyamira",NA,"Nyamira","County","County","46","KE.NM","","",NA,NA,"Nyamira","","Nyamira","KE-34","iso3166-2","","","","KE-34","KE-34"
"1097","KE","KEN","Kenya","KEN.35_1","KEN.35_1","Nyandarua",NA,"Nyandarua","County","County","18","KE.NN","","",NA,NA,"Nyandarua","","Nyandarua","KE-35","iso3166-2","","","","KE-35","KE-35"
"1098","KE","KEN","Kenya","KEN.36_1","KEN.36_1","Nyeri",NA,"Nyeri","County","County","19","KE.NI","","",NA,NA,"Nyeri","","Nyeri","KE-36","iso3166-2","","","","KE-36","KE-36"
"1099","KE","KEN","Kenya","KEN.37_1","KEN.37_1","Samburu",NA,"Samburu","County","County","25","KE.SA","","",NA,NA,"Samburu","","Samburu","KE-37","iso3166-2","","","","KE-37","KE-37"
"1100","KE","KEN","Kenya","KEN.38_1","KEN.38_1","Siaya",NA,"Siaya","County","County","41","KE.SI","","",NA,NA,"Siaya","","Siaya","KE-38","iso3166-2","","","","KE-38","KE-38"
"1101","KE","KEN","Kenya","KEN.39_1","KEN.39_1","Taita Taveta",NA,"Taita Taveta","County","County","6","KE.TT","","",NA,NA,"Taita/Taveta","","Taita/Taveta","KE-39","iso3166-2","","","","KE-39","KE-39"
"1102","KE","KEN","Kenya","KEN.40_1","KEN.40_1","Tana River",NA,"Tana River","County","County","4","KE.TR","","",NA,NA,"Tana River","","Tana River","KE-40","iso3166-2","","","","KE-40","KE-40"
"1103","KE","KEN","Kenya","KEN.41_1","KEN.41_1","Tharaka-Nithi",NA,"Tharaka-Nithi","County","County","13","KE.NT","","",NA,NA,"Tharaka-Nithi","","Tharaka-Nithi","KE-41","iso3166-2","","","","KE-41","KE-41"
"1104","KE","KEN","Kenya","KEN.42_1","KEN.42_1","Trans Nzoia",NA,"Trans Nzoia","County","County","26","KE.TN","","",NA,NA,"Trans Nzoia","","Trans Nzoia","KE-42","iso3166-2","","","","KE-42","KE-42"
"1105","KE","KEN","Kenya","KEN.43_1","KEN.43_1","Turkana",NA,"Turkana","County","County","23","KE.TU","","",NA,NA,"Turkana","","Turkana","KE-43","iso3166-2","","","","KE-43","KE-43"
"1106","KE","KEN","Kenya","KEN.44_1","KEN.44_1","Uasin Gishu",NA,"Uasin Gishu","County","County","27","KE.UG","","",NA,NA,"Uasin Gishu","","Uasin Gishu","KE-44","iso3166-2","","","","KE-44","KE-44"
"1107","KE","KEN","Kenya","KEN.45_1","KEN.45_1","Vihiga",NA,"Vihiga","County","County","38","KE.VI","","",NA,NA,"Vihiga","","Vihiga","KE-45","iso3166-2","","","","KE-45","KE-45"
"1108","KE","KEN","Kenya","KEN.46_1","KEN.46_1","Wajir",NA,"Wajir","County","County","8","KE.WJ","","",NA,NA,"Wajir","","Wajir","KE-46","iso3166-2","","","","KE-46","KE-46"
"1109","KE","KEN","Kenya","KEN.47_1","KEN.47_1","West Pokot",NA,"West Pokot","County","County","24","KE.WP","","",NA,NA,"West Pokot","","West Pokot","KE-47","iso3166-2","","","","KE-47","KE-47"
"1110","KG","KGZ","Kyrgyzstan","KGZ.1_1","KGZ.1_1","Batken",NA,"Batken","Oblast","Province",NA,"KG.BA","","",NA,NA,"Batken","Batkenskaya oblast'","Баткен облусу","KG-B","iso3166-2","","","","KG-B","KG-B"
"1111","KG","KGZ","Kyrgyzstan","KGZ.2_1","KGZ.2_1","Bi≈°kek","Bishkek","Bi≈°kek","Shaar","City",NA,"KG.GB","","",NA,NA,"Bishkek","Gorod Bishkek","Бишкек шаары","KG-GB","iso3166-2","","","","KG-GB","KG-GB"
"1112","KG","KGZ","Kyrgyzstan","KGZ.3_1","KGZ.3_1","Ch√ºy",NA,"Ch√ºy","Oblast","Province",NA,"KG.CU","","",NA,NA,"Chüy","Chuyskaya oblast'","Чүй облусу","KG-C","iso3166-2","","","","KG-C","KG-C"
"1113","KG","KGZ","Kyrgyzstan","KGZ.4_1","KGZ.4_1","Jalal-Abad","Djalal-Abad|Dzhalal-Abadskaya Oblast'|≈Ωalal-Abad","Jalal-Abad","Oblast","Province",NA,"KG.DA","","",NA,NA,"Jalal-Abad","Dzhalal-Abadskaya oblast'","Жалалабат облусу","KG-J","iso3166-2","","","","KG-J","KG-J"
"1114","KG","KGZ","Kyrgyzstan","KGZ.5_1","KGZ.5_1","Naryn","Tien-Shanskaya Oblast'|Tyan'-Shan'","Naryn","Oblast","Province",NA,"KG.NA","","",NA,NA,"Naryn","Narynskaya oblast'","Нарын облусу","KG-N","iso3166-2","","","","KG-N","KG-N"
"1115","KG","KGZ","Kyrgyzstan","KGZ.6_1","KGZ.6_1","Osh (city)",NA,"Osh (city)","Shaar","City",NA,"KG.OS","","",NA,1,"Osh","Gorod Osh","Ош шаары","KG-GO","iso3166-2","","","","KG-GO","KG-GO"
"1116","KG","KGZ","Kyrgyzstan","KGZ.7_1","KGZ.7_1","Osh",NA,"Osh","Oblast","Province",NA,"KG.OS","","",NA,1,"Osh","Oshskaya oblast'","Ош облусу","KG-O","iso3166-2","","","","KG-O","KG-O"
"1117","KG","KGZ","Kyrgyzstan","KGZ.8_1","KGZ.8_1","Talas",NA,"Talas","Oblast","Province",NA,"KG.TL","","",NA,NA,"Talas","Talasskaya oblast'","Талас облусу","KG-T","iso3166-2","","","","KG-T","KG-T"
"1118","KG","KGZ","Kyrgyzstan","KGZ.9_1","KGZ.9_1","Ysyk-K√∂l","Issyk-Kul|Issyk-Kul'skaya Oblast'","Ysyk-K√∂l","Oblast","Province",NA,"KG.YK","","",NA,NA,"Ysyk-Köl","Issyk-Kul'skaya oblast'","Ысык-Көл облусу","KG-Y","iso3166-2","","","","KG-Y","KG-Y"
"1119","KH","KHM","Cambodia","KHM.2_1","KHM.2_1","Batd√¢mb√¢ng","Battambang|Baat Dambang|Bat D√¢m B√¢ng","Batd√¢mb√¢ng","Kh√™t","Province",NA,"KH.BA","","",NA,NA,"Baat Dambang","Bătdâmbâng","បាត់ដំបង","KH-2","iso3166-2","","","","KH-2","KH-2"
"1120","KH","KHM","Cambodia","KHM.1_1","KHM.1_1","B√¢nt√©ay M√©anchey","Banteay Mean Cheay","B√¢nt√©ay M√©anchey","Kh√™t","Province",NA,"KH.OM","","",NA,NA,"Banteay Mean Chey","Bântéay Méanchey","បន្ទាយមានជ័យ","KH-1","iso3166-2","","","","KH-1","KH-1"
"1121","KH","KHM","Cambodia","KHM.10_1","KHM.10_1","Kep","Keb","Kep","Kh√™t","Province",NA,"KH","","",NA,NA,"Kaeb","Kêb","កែប","KH-23","iso3166-2","","","","KH-23","KH-23"
"1122","KH","KHM","Cambodia","KHM.3_1","KHM.3_1","K√¢mp√≥ng Cham","Kampong Chaam|Kompong Cham","K√¢mp√≥ng Cham","Kh√™t","Province",NA,"KH.KM","","",NA,NA,"Kampong Chaam","Kâmpóng Cham","កំពង់ចាម","KH-3","iso3166-2","","","","KH-3","KH-3"
"1123","KH","KHM","Cambodia","KHM.4_1","KHM.4_1","K√¢mp√≥ng Chhnang","Kompong Chnang","K√¢mp√≥ng Chhnang","Kh√™t","Province",NA,"KH.KG","","",NA,NA,"Kampong Chhnang","Kâmpóng Chhnăng","កំពង់ឆ្នាំង","KH-4","iso3166-2","","","","KH-4","KH-4"
"1124","KH","KHM","Cambodia","KHM.5_1","KHM.5_1","K√¢mp√≥ng Sp≈ì","Kampong Speu|Kompong Speu|Kompong Spueu","K√¢mp√≥ng Sp≈ì","Kh√™t","Province",NA,"KH.KS","","",NA,NA,"Kampong Spueu","Kâmpóng Spœ","កំពង់ស្ពឺ","KH-5","iso3166-2","","","","KH-5","KH-5"
"1125","KH","KHM","Cambodia","KHM.6_1","KHM.6_1","K√¢mp√≥ng Thum","Kampong Thom|Kompong Thom","K√¢mp√≥ng Thum","Kh√™t","Province",NA,"KH.KT","","",NA,NA,"Kampong Thum","Kâmpóng Thum","កំពង់ធំ","KH-6","iso3166-2","","","","KH-6","KH-6"
"1126","KH","KHM","Cambodia","KHM.7_1","KHM.7_1","K√¢mp√¥t",NA,"K√¢mp√¥t","Kh√™t","Province",NA,"KH.KP","","",NA,NA,"Kampot","Kâmpôt","កំពត","KH-7","iso3166-2","","","","KH-7","KH-7"
"1127","KH","KHM","Cambodia","KHM.8_1","KHM.8_1","K√¢ndal","Kandaal","K√¢ndal","Kh√™t","Province",NA,"KH.KN","","",NA,NA,"Kandaal","Kândal","កណ្តាល","KH-8","iso3166-2","","","","KH-8","KH-8"
"1128","KH","KHM","Cambodia","KHM.9_1","KHM.9_1","Ka√¥h Kong","Koh Kong","Ka√¥h Kong","Kh√™t","Province",NA,"KH.KK","","",NA,NA,"Kaoh Kong","Kaôh Kŏng","កោះកុង","KH-9","iso3166-2","","","","KH-9","KH-9"
"1129","KH","KHM","Cambodia","KHM.11_1","KHM.11_1","Kr√¢ch√©h","Kratie|Krati√©|Krati√™|Kr√¢ Ch√©h|Krachen","Kr√¢ch√©h","Kh√™t","Province",NA,"KH.KH","","",NA,NA,"Kracheh","Krâchéh","ក្រចេះ","KH-10","iso3166-2","","","","KH-10","KH-10"
"1130","KH","KHM","Cambodia","KHM.14_1","KHM.14_1","M√¥nd√≥l Kiri","Mondul Kiri|Mondolkiri|M√¥ndul Kiri","M√¥nd√≥l Kiri","Kh√™t","Province",NA,"KH.MK","","",NA,NA,"Mondol Kiri","Môndól Kiri","មណ្ឌលគិរី","KH-11","iso3166-2","","","","KH-11","KH-11"
"1131","KH","KHM","Cambodia","KHM.15_1","KHM.15_1","Otdar Mean Chey","Odd√¢r M√©anchey","Otdar Mean Chey","Kh√™t","Province",NA,"KH.OC","","",NA,NA,"Otdar Mean Chey","Ŏtdâr Méanchey","ឧត្តរមានជ័យ","KH-22","iso3166-2","","","","KH-22","KH-22"
"1132","KH","KHM","Cambodia","KHM.12_1","KHM.12_1","Krong Pailin","Pailin","Krong Pailin","Municipality","Municipality",NA,"KH.PL","","",NA,NA,"Pailin","Pailĭn","ប៉ៃលិន","KH-24","iso3166-2","","","","KH-24","KH-24"
"1133","KH","KHM","Cambodia","KHM.16_1","KHM.16_1","Phnom Penh","Phnum P√©nh","Phnom Penh","Municipality","Municipality",NA,"KH.PP","","",NA,NA,"Phnom Penh","Phnum Pénh","ភ្នំពេញ","KH-12","iso3166-2","","","","KH-12","KH-12"
"1134","KH","KHM","Cambodia","KHM.17_1","KHM.17_1","Pouthisat","Pursat","Pouthisat","Kh√™t","Province",NA,"KH.PO","","",NA,NA,"Pousaat","Poŭthĭsăt","ពោធិ៍សាត់","KH-15","iso3166-2","","","","KH-15","KH-15"
"1135","KH","KHM","Cambodia","KHM.13_1","KHM.13_1","Krong Preah Sihanouk","Sihanoukville|Kampong Som|Kampong Saom","Krong Preah Sihanouk","Krong","Municipality",NA,"KH.KA","","",NA,NA,"Preah Sihanouk","Preăh Sihanouk","ព្រះសីហនុ","KH-18","iso3166-2","","","","KH-18","KH-18"
"1136","KH","KHM","Cambodia","KHM.18_1","KHM.18_1","Preah Vih√©ar",NA,"Preah Vih√©ar","Kh√™t","Province",NA,"KH.PH","","",NA,NA,"Preah Vihear","Preăh Vihéar","ព្រះវិហារ","KH-13","iso3166-2","","","","KH-13","KH-13"
"1137","KH","KHM","Cambodia","KHM.19_1","KHM.19_1","Prey V√™ng","Prey Veaeng","Prey V√™ng","Kh√™t","Province",NA,"KH.PY","","",NA,NA,"Prey Veaeng","Prey Vêng","ព្រៃវែង","KH-14","iso3166-2","","","","KH-14","KH-14"
"1138","KH","KHM","Cambodia","KHM.20_1","KHM.20_1","R√¥t√¢n√¥kiri","Ratana Kiri|R√¢tanakiri|Rotanah Kiri|Rotanak Kiri","R√¥t√¢n√¥kiri","Kh√™t","Province",NA,"KH.RO","","",NA,NA,"Rotanak Kiri","Rôtânôkiri","រតនគិរី","KH-16","iso3166-2","","","","KH-16","KH-16"
"1139","KH","KHM","Cambodia","KHM.21_1","KHM.21_1","Siemr√©ab","Siem Reap|Siem Reab|Siem R√©ab|Siemreap","Siemr√©ab","Kh√™t","Province",NA,"KH.SI","","",NA,NA,"Siem Reab","Siĕmréab","សៀមរាប","KH-17","iso3166-2","","","","KH-17","KH-17"
"1140","KH","KHM","Cambodia","KHM.22_1","KHM.22_1","St≈ìng Tr√™ng","Stung Treng|Stueng Traeng|Stung Treng","St≈ìng Tr√™ng","Kh√™t","Province",NA,"KH.ST","","",NA,NA,"Stueng Traeng","Stoĕng Trêng","ស្ទឹងត្រែង","KH-19","iso3166-2","","","","KH-19","KH-19"
"1141","KH","KHM","Cambodia","KHM.23_1","KHM.23_1","Svay Rieng","Soairieng|Svaay Rieng","Svay Rieng","Kh√™t","Province",NA,"KH.SR","","",NA,NA,"Svaay Rieng","Svay Riĕng","ស្វាយរៀង","KH-20","iso3166-2","","","","KH-20","KH-20"
"1142","KH","KHM","Cambodia","KHM.24_1","KHM.24_1","Tak√™v","Takeo|Taakaev|Takaev|Takeo","Tak√™v","Kh√™t","Province",NA,"KH.TA","","",NA,NA,"Taakaev","Takêv","តាកែវ","KH-21","iso3166-2","","","","KH-21","KH-21"
"1143","KH","KHM","Cambodia","KHM.25_1","KHM.25_1","Tbong Khmum",NA,"Tbong Khmum","Kh√™t","Province",NA,"KH.TB","","",NA,NA,"Tbong Khmum","Tbong Khmŭm","ត្បូងឃ្មុំ","KH-25","iso3166-2","","","","KH-25","KH-25"
"1144","KM","COM","Comoros","COM.3_1","COM.3_1","Nzwani","Anjouan","Nzwani","Autonomous Island","Autonomous Island",NA,"KM.AN","","",NA,NA,"Anjouan","Andjouân","Andjouân","KM-A","iso3166-2","","","","KM-A","KM-A"
"1145","KM","COM","Comoros","COM.2_1","COM.2_1","Njaz√≠dja","Grande Comore","Njaz√≠dja","Autonomous Island","Autonomous Island",NA,"KM.GC","","",NA,NA,"Grande Comore","Andjazîdja","Andjazîdja","KM-G","iso3166-2","","","","KM-G","KM-G"
"1146","KM","COM","Comoros","COM.1_1","COM.1_1","Mwali","Moh√©li","Mwali","Autonomous Island","Autonomous Island",NA,"KM.MO","","",NA,NA,"Mohéli","Moûhîlî","Moûhîlî","KM-M","iso3166-2","","","","KM-M","KM-M"
"1147","KN","KNA","Saint Kitts and Nevis","","KN-N","","","","","","","","nat","Saint Kitts and Nevis",NA,NA,"Nevis","","Nevis","KN.nat","ypccc","","","","KN.nat","KN-N"
"1148","KN","KNA","Saint Kitts and Nevis","","KN-N","","","","","","","","nat","Saint Kitts and Nevis",NA,NA,"Saint Kitts","","Saint Kitts","KN.nat","ypccc","","","","KN.nat","KN-K"
"1149","KR","KOR","South Korea","KOR.1_1","KOR.1_1","Busan","Pusan|Busan Gwang'yeogsi|Pusan-gwangyoksi|Fusan","Busan","Gwangyeoksi","Metropolitan City",NA,"KR.PU","","",NA,NA,"Busan","Busan-gwangyeoksi","부산광역시","KR-26","iso3166-2","","","","KR-26","KR-26"
"1150","KR","KOR","South Korea","KOR.4_1","KOR.4_1","Daegu","Taegu|Daegu Gwang'yeogsi|Taegu-gwangyoksi|Taikyu","Daegu","Gwangyeoksi","Metropolitan City",NA,"KR.TG","","",NA,NA,"Daegu","Daegu-gwangyeoksi","대구광역시","KR-27","iso3166-2","","","","KR-27","KR-27"
"1151","KR","KOR","South Korea","KOR.5_1","KOR.5_1","Daejeon","Daejeon Gwang'yeogsi|Taej≈èn-gwangy≈èksi|Taiden","Daejeon","Gwangyeoksi ","Metropolitan City ",NA,"KR.TJ","","",NA,NA,"Daejeon","Daejeon-gwangyeoksi","대전광역시","KR-30","iso3166-2","","","","KR-30","KR-30"
"1152","KR","KOR","South Korea","KOR.6_1","KOR.6_1","Gangwon-do","Kang-Won-Do|Gang'weondo|Kangwon-do|Kogen-do|South Kangwon","Gangwon-do","Do","Province",NA,"KR.KW","","",NA,NA,"Gangwon","Gangwon-do","강원도","KR-42","iso3166-2","","","","KR-42","KR-42"
"1153","KR","KOR","South Korea","KOR.7_1","KOR.7_1","Gwangju","Kwangju|Kwangju-gwangyoksi","Gwangju","Gwangyeoksi","Metropolitan City",NA,"KR.KJ","","",NA,NA,"Gwangju","Gwangju-gwangyeoksi","광주광역시","KR-29","iso3166-2","","","","KR-29","KR-29"
"1154","KR","KOR","South Korea","KOR.8_1","KOR.8_1","Gyeonggi-do","Kyonggi-do|Keiki-do|Kyunggi","Gyeonggi-do","Do","Province",NA,"KR.KG","","",NA,NA,"Gyeonggi","Gyeonggi-do","경기도","KR-41","iso3166-2","","","","KR-41","KR-41"
"1155","KR","KOR","South Korea","KOR.11_1","KOR.11_1","Incheon","Inchon|IInch'on-gwangyoksi|Jinsen","Incheon","Gwangyeoksi","Metropolitan City",NA,"KR.IN","","",NA,NA,"Incheon","Incheon-gwangyeoksi","인천광역시","KR-28","iso3166-2","","","","KR-28","KR-28"
"1156","KR","KOR","South Korea","KOR.12_1","KOR.12_1","Jeju","Jeju-doQuelpart|Saishu-to|Cheju-do","Jeju","Do","Province",NA,"KR.CJ","","",NA,NA,"Jeju","Jeju-teukbyeoljachido","제주특별자치도","KR-49","iso3166-2","","","","KR-49","KR-49"
"1157","KR","KOR","South Korea","KOR.2_1","KOR.2_1","Chungcheongbuk-do","Chungchongbuk-Do|Chungcheongbugdo|Ch'ungch'ong-bukto|Chusei Hoku-do|North Chungchong|Ch'ungch'ong-bukto","Chungcheongbuk-do","Do","Province",NA,"KR.GB","","",NA,NA,"North Chungcheong","Chungcheongbuk-do","충청북도","KR-43","iso3166-2","","","","KR-43","KR-43"
"1158","KR","KOR","South Korea","KOR.9_1","KOR.9_1","Gyeongsangbuk-do","Kyongsangbuk-Do|Gyeongsangbugdo|Kyongsang-bukto|Keisho Hoku-do|North Kyongsang","Gyeongsangbuk-do","Do","Province",NA,"KR.KB","","",NA,NA,"North Gyeongsang","Gyeongsangbuk-do","경상북도","KR-47","iso3166-2","","","","KR-47","KR-47"
"1159","KR","KOR","South Korea","KOR.13_1","KOR.13_1","Jeollabuk-do","Chollabuk-Do|Cholla-bukto|Jeonrabugdo|North Cholla|Zenra Hoku-do","Jeollabuk-do","Do","Province",NA,"KR.CB","","",NA,NA,"North Jeolla","Jeollabuk-do","전라북도","KR-45","iso3166-2","","","","KR-45","KR-45"
"1160","KR","KOR","South Korea","KOR.15_1","KOR.15_1","Sejong","Sejong Metropolitan Autonomous City","Sejong","Do","Metropolitan Autonomous City",NA,"KR.SJ","","",1,NA,"Sejong","Sejong","세종특별자치시","KR-50","iso3166-2","","","","KR-50","KR-50"
"1161","KR","KOR","South Korea","KOR.16_1","KOR.16_1","Seoul","Keijo|S√©oul|Seul|Se√∫l|S√∂ul|Soul-t'ukpyolsi","Seoul","Teukbyeolsi","Capital Metropolitan City",NA,"KR.SO","","",NA,NA,"Seoul","Seoul-teukbyeolsi","서울특별시","KR-11","iso3166-2","","","","KR-11","KR-11"
"1162","KR","KOR","South Korea","KOR.3_1","KOR.3_1","Chungcheongnam-do","Chungchongnam-Do|Ch'ungch'ong-namdo|Chusei Nan-do|South Chungchong|Ch'ungch'ong-namdo","Chungcheongnam-do","Do","Province",NA,"KR.GN","","",NA,NA,"South Chungcheong","Chungcheongnam-do","충청남도","KR-44","iso3166-2","","","","KR-44","KR-44"
"1163","KR","KOR","South Korea","KOR.10_1","KOR.10_1","Gyeongsangnam-do","Kyongsangnam-Do|Kyongsang-namdo|Keisho Nan-do|South Kyongsang","Gyeongsangnam-do","Do","Province",NA,"KR.KN","","",NA,NA,"South Gyeongsang","Gyeongsangnam-do","경상남도","KR-48","iso3166-2","","","","KR-48","KR-48"
"1164","KR","KOR","South Korea","KOR.14_1","KOR.14_1","Jeollanam-do","Chollanam-Do|Cholla-namdo|Jeonranamdo|South Cholla|Zenra Nan-do","Jeollanam-do","Do","Province",NA,"KR.CN","","",NA,NA,"South Jeolla","Jeollanam-do","전라남도","KR-46","iso3166-2","","","","KR-46","KR-46"
"1165","KR","KOR","South Korea","KOR.17_1","KOR.17_1","Ulsan","Ulsan-gwangyoksi","Ulsan","Metropolitan City","Metropolitan City",NA,"KR.UL","","",NA,NA,"Ulsan","Ulsan-gwangyeoksi","울산광역시","KR-31","iso3166-2","","","","KR-31","KR-31"
"1166","KW","KWT","Kuwait","KWT.4_1","KWT.4_1","Al Kuwayt","Al Asimah, Capital, Kuwait","Al Kuwayt","Muhafazah","Province",NA,"KW.KU","","",NA,NA,"Al ‘Āşimah","Al Kuwayt","العاصمة","KW-KU","iso3166-2","","","","KW-KU","KW-KU"
"1167","KW","KWT","Kuwait","KWT.1_1","KWT.1_1","Al Ahmadi",NA,"Al Ahmadi","Muhafazah","Province",NA,"KW.AH","","",NA,NA,"Al Aḩmadī","","الأحمدي","KW-AH","iso3166-2","","","","KW-AH","KW-AH"
"1168","KW","KWT","Kuwait","KWT.2_1","KWT.2_1","Al Farwaniyah","Farwaniya","Al Farwaniyah","Muhafazah","Province",NA,"KW.FA","","",NA,NA,"Al Farwānīyah",""," الفروانية","KW-FA","iso3166-2","","","","KW-FA","KW-FA"
"1169","KW","KWT","Kuwait","KWT.3_1","KWT.3_1","Al Jahrah","Jahra","Al Jahrah","Muhafazah","Province",NA,"KW.JA","","",NA,NA,"Al Jahrā’","","الجهراء","KW-JA","iso3166-2","","","","KW-JA","KW-JA"
"1170","KW","KWT","Kuwait","KWT.5_1","KWT.5_1","Hawalli","Hawali, Howali","Hawalli","Muhafazah","Province",NA,"KW.HW","","",NA,NA,"Ḩawallī",""," حولي","KW-HA","iso3166-2","","","","KW-HA","KW-HA"
"1171","KW","KWT","Kuwait","KWT.6_1","KWT.6_1","Mubarak Al-Kabeer",NA,"Mubarak Al-Kabeer","Muhafazah","Province",NA,"KW.MU","","",NA,NA,"Mubārak al Kabīr","","مبارك الكبير","KW-MU","iso3166-2","","","","KW-MU","KW-MU"
"1172","KZ","KAZ","Kazakhstan","","KZ-ALA","","","","","","","","","",NA,NA,"Almaty","Almaty","Алматы облысы","KZ-ALA","iso3166-2","","","","KZ-ALA","KZ-ALA"
